lat,lng
37.5058424009009,126.88034948068182
37.50601230720721,126.8805446965909
37.506263548648654,126.8808758215909
37.50648181531531,126.88124978522728
37.50666134504504,126.8815548943182
37.50683223693694,126.88185281477271
37.50692092702703,126.88199716022729
37.507125808108114,126.8823642806818
37.5072451036036,126.88266688295457
37.50753157567567,126.88323195113637
37.50771491441441,126.88354282159092
37.5077897054054,126.8836762034091
37.50807891081081,126.88414298977273
37.50813765495495,126.88423734431818
37.508519045945945,126.8848779875
37.50861839369369,126.88503650795457
37.50871281711712,126.88519421022728
37.50901631981982,126.88568558977272
37.50935887657658,126.88624757613636
37.50307207657657,126.88976131931818
37.50947423153153,126.88642082840909
37.50341124414415,126.8897510625
37.5027702963964,126.88978988068182
37.50379753063064,126.88976629431818
37.50247004234234,126.88983976704546
37.50243426936937,126.88984779659091
37.50410572162161,126.88979910795454
37.50421296126125,126.88981129886363
37.50215041891892,126.88992263977272
37.50195992702702,126.88998269886363
37.50454137477477,126.88986589204544
37.50454137477477,126.88986589204544
37.50179774234234,126.89003662272728
37.50179774234234,126.89003662272728
37.50170643513514,126.89006804431818
37.50150386576576,126.89015054886364
37.509771709009016,126.88692216704546
37.50114495585585,126.89030888977273
37.50565127657658,126.89005039431818
37.50075752432433,126.89047899431816
37.5061566945946,126.89013308068182
37.500517444144144,126.89057781477273
37.50034707207208,126.8906451556818
37.50017281351351,126.89070812727272
37.50006826666667,126.8907396443182
37.4999192918919,126.89077393068182
37.499789174774776,126.8908031215909
37.4996242018018,126.89083408977272
37.507192820720725,126.89034815681818
37.51032689639639,126.88792554204548
37.49921737567567,126.89089312613636
37.507728631531535,126.89034815681818
37.49890155315315,126.89094359431816
37.50823738108109,126.89013652613636
37.50936312432433,126.88941971363636
37.49854804144144,126.89101219431818
37.51029943963964,126.88883261022728
37.5106468063063,126.8886216125
37.5106468063063,126.8886216125
37.5106468063063,126.8886216125
37.49816258288289,126.89110756022728
37.49777863153152,126.89122478522728
37.51087558018018,126.88911938522727
37.51087558018018,126.88911938522727
37.51096057207208,126.88930431477272
37.49728364054053,126.89140232613636
37.511086271171166,126.8896165659091
37.511086271171166,126.8896165659091
37.49672991801802,126.89160737159092
37.511249631531534,126.89002237272727
37.511249631531534,126.89002237272727
37.51130297927928,126.89015489431816
37.51133162792792,126.89022394431818
37.4961135027027,126.89183415568182
37.49605790540541,126.89185469659093
37.511577714414415,126.89080186931818
37.5116093,126.89086565568182
37.51165545675676,126.89096906477272
37.4950878009009,126.89221399772728
37.4950878009009,126.89221399772728
37.51185669639639,126.8914434625
37.51204353963965,126.8918970215909
37.49410545495495,126.89257783295454
37.49402121441442,126.8926085
37.49402121441442,126.8926085
37.49365425405405,126.89274208977272
37.51231775945945,126.89253055340907
37.51239366036036,126.8927209034091
37.49325593423424,126.89289090795454
37.49306813063063,126.89296047159092
37.51250552882883,126.89298553977272
37.49263181981981,126.89312194659092
37.51270024954955,126.8934702193182
37.51274930720721,126.89359890113636
37.51277575405405,126.8936807375
37.49224781531532,126.89326433295454
37.51288034504504,126.8939123965909
37.51290417207207,126.89398669431816
37.51294862612612,126.89411579431818
37.512966262162166,126.89416143522728
37.49172584144144,126.89345560795456
37.49143030900901,126.8935663965909
37.51316466216216,126.89468148068184
37.4911663018018,126.89366367613636
37.49105845855856,126.8937030534091
37.49077098198198,126.89381659886364
37.51338905495496,126.89533373977272
37.49049414324324,126.89394185795454
37.51346789639639,126.89554126704546
37.49030542072072,126.89404772272728
37.49030542072072,126.89404772272728
37.490206607207206,126.89410315340908
37.490023216216215,126.89422111022728
37.489844691891896,126.89435192386364
37.48957235765766,126.8945775875
37.48938626216216,126.8947558625
37.51395803693693,126.89689156704546
37.4892165072072,126.8949349568182
37.48914471261262,126.89501813068182
37.48914471261262,126.89501813068182
37.489003293693685,126.89518196477272
37.48894414504505,126.89525546704546
37.51421466936936,126.89755451477272
37.48872756576576,126.89556056931818
37.48857388738739,126.89580003522728
37.48834469099099,126.89618786022729
37.51457945135135,126.89840120795456
37.514802581081085,126.89903015795454
37.515125548648655,126.90004157386365
37.51557383873874,126.90117383522728
37.51572271801801,126.90148713068182
37.51601958648649,126.9022587306818
37.51622406576577,126.90275719431818
37.516365990090094,126.90308292840908
37.51730966126127,126.90521269545454
37.51730966126127,126.90521269545454
37.51798172702702,126.90672947840908
37.518134290991,126.90702086704545
37.51816462432432,126.90710258295456
37.51825950900901,126.90740612386364
37.51839263513513,126.90807392613635
37.51854961891892,126.90974343522728
37.51866032342343,126.91142001704546
37.5187313972973,126.91224922613635
37.51877900990991,126.91318398977272
37.518782865765765,126.91324439659093
37.5187874009009,126.9136630693182
37.51877564594594,126.91400147840908
