lat,lng,altitude
37.49592021,126.8795284,0
37.49586565,126.8795157,0
37.49586565,126.879572,0
37.49547108,126.8796067,0
37.49527053,126.8796155,0
37.49448902,126.8796712,0
37.49357512,126.8797293,0
37.49276623,126.8797812,0
37.49177168,126.8798502,0
37.49109128,126.8798981,0
37.4904615,126.8799394,0
37.4902424,126.8799541,0
37.49002813,126.8799685,0
37.48965114,126.8799946,0
37.4893814,126.880014,0
37.48910783,126.8800328,0
37.48873505,126.880057,0
37.48840673,126.8800801,0
37.48810485,126.8801055,0
37.48782944,126.8801331,0
37.48758594,126.8801694,0
37.48736192,126.8802129,0
37.48714164,126.8802655,0
37.48687779,126.8803464,0
37.48653539,126.8804676,0
37.48618351,126.8806087,0
37.485879,126.8807452,0
37.48555656,126.8808837,0
37.48521983,126.8810346,0
37.48483514,126.8812024,0
37.48445656,126.8813688,0
37.48414723,126.8815052,0
37.48379082,126.8816654,0
37.48347885,126.8818041,0
37.48314915,126.8819514,0
37.48284135,126.882086,0
37.48247243,126.8822503,0
37.4821474,126.8823933,0
37.48181887,126.8825395,0
37.48171113,126.8825869,0
37.48146516,126.8826951,0
37.48139842,126.8827245,0
37.48104199,126.8828808,0
37.48071209,126.8830259,0
37.48040136,126.8831645,0
37.48009037,126.8833005,0
37.47976577,126.8834472,0
37.47941255,126.8836021,0
37.47903101,126.8837696,0
37.47867734,126.8839244,0
37.47837448,126.8840597,0
37.4780215,126.8842158,0
37.47762235,126.8843945,0
37.47712259,126.8846148,0
37.47620997,126.8850206,0
37.4752637,126.8854378,0
37.47500064,126.8855535,0
37.47415527,126.8859254,0
37.47307423,126.8864061,0
37.47199402,126.886882,0
37.47095255,126.8873426,0
37.46978514,126.8878604,0
37.46863541,126.8883678,0
37.46755217,126.8888472,0
37.46636847,126.8893699,0
37.46621341,126.8894386,0
37.46573468,126.8896505,0
37.46509622,126.8899332,0
37.46438898,126.8902478,0
37.46384208,126.89049,0
37.46296255,126.8908646,0
37.46226486,126.8911516,0
37.46168029,126.8913942,0
37.46083346,126.8917422,0
37.46004295,126.8920733,0
37.45970042,126.8922227,0
37.45970042,126.8922227,0
37.45936111,126.8924259,0
37.45909535,126.8925906,0
37.45909535,126.8925906,0
37.45904239,126.8926149,0
37.45874946,126.8927541,0
37.45874946,126.8927541,0
37.45818878,126.8930205,0
37.45716809,126.8934734,0
37.45630932,126.8938546,0
37.4559652,126.8940057,0
37.45591629,126.8940271,0
37.45542144,126.8942443,0
37.45440613,126.8946923,0
37.4542793,126.8947485,0
37.4542793,126.8947485,0
37.45337176,126.895059,0
37.4529524,126.8952052,0
37.4529524,126.8952052,0
37.45210806,126.8955769,0
37.45096867,126.8957963,0
37.45000034,126.8961235,0
37.44705435,126.897222,0
37.4451218,126.8980355,0
37.4438228,126.8984622,0
37.4433966,126.8985667,0
37.44261905,126.8985997,0
37.44179106,126.8984205,0
37.44078178,126.8980468,0
37.43859653,126.8968654,0
37.43798667,126.8965357,0
37.4340449,126.8944049,0
37.4284851,126.8913409,0
37.42846708,126.891331,0
37.42828543,126.8912309,0
37.42828041,126.8912281,0
37.42828041,126.8912281,0
37.42827844,126.891227,0
37.42500064,126.8894209,0
37.42500062,126.8894209,0
37.42180109,126.8876818,0
37.42179517,126.8876785,0
37.42175311,126.8876566,0
37.42172564,126.8876414,0
37.42166255,126.8876065,0
37.42166155,126.8876059,0
37.4216611,126.8876057,0
37.4216475,126.8875983,0
37.42099134,126.8872416,0
37.42059996,126.8870244,0
37.42000003,126.8867011,0
37.41684293,126.885,0
