timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_available,gps_lat,gps_lng,gps_alt,satellites
2025-09-23T10:43:04.420635,-0.007,0.031,0.257,0.7,-0.061,-17.281,True,37.552466,126.971631,0.0,0
2025-09-23T10:43:05.382135,-0.005,-0.016,0.24,0.219,-54.11,37.109,True,37.552507,126.971631,0.0,0
2025-09-23T10:43:06.343635,0.001,0.005,0.259,0.192,-0.341,-0.219,True,37.552551,126.971631,0.0,0
2025-09-23T10:43:07.305135,-0.001,0.004,0.259,0.464,-0.368,-0.236,True,37.55258,126.971615,0.0,0
2025-09-23T10:43:08.266635,0.001,0.005,0.259,0.271,-0.376,-0.192,True,37.552604,126.971598,0.0,0
2025-09-23T10:43:09.228135,0.001,0.004,0.26,0.236,-0.394,-0.228,True,37.552604,126.971598,0.0,0
2025-09-23T10:43:10.189635,0.0,0.003,0.258,0.472,-0.324,-0.201,True,37.552539,126.971647,0.0,0
2025-09-23T10:43:11.151135,0.001,0.003,0.258,0.394,-0.368,-0.219,True,37.552657,126.971598,0.0,0
2025-09-23T10:43:12.112635,0.0,0.002,0.26,0.376,-0.341,-0.245,True,37.552734,126.971549,0.0,0
2025-09-23T10:43:13.074135,-0.001,0.002,0.258,0.516,-0.368,-0.236,True,37.552791,126.971549,0.0,0
2025-09-23T10:43:14.035635,0.001,0.005,0.258,0.621,-0.35,-0.245,True,37.55282,126.971549,0.0,0
2025-09-23T10:43:14.997135,0.0,0.001,0.257,0.507,-0.359,-0.254,True,37.55282,126.971549,0.0,0
2025-09-23T10:43:15.958635,-0.001,-0.003,0.258,0.438,-0.333,-0.236,True,37.552828,126.971566,0.0,0
2025-09-23T10:43:16.920135,0.001,0.001,0.259,0.324,-0.359,-0.228,True,37.552856,126.971582,0.0,0
2025-09-23T10:43:17.881635,0.001,0.003,0.258,0.341,-0.368,-0.201,True,37.552901,126.971598,0.0,0
2025-09-23T10:43:18.843135,-0.0,-0.001,0.259,0.499,-0.376,-0.245,True,37.552905,126.971598,0.0,0
2025-09-23T10:43:19.804635,-0.0,0.001,0.26,0.341,-0.359,-0.245,True,37.552897,126.971598,0.0,0
2025-09-23T10:43:20.766135,0.0,-0.0,0.259,0.455,-0.324,-0.21,True,37.552885,126.971598,0.0,0
2025-09-23T10:43:21.727635,0.001,0.0,0.257,0.472,-0.333,-0.236,True,37.552869,126.971598,0.0,0
2025-09-23T10:43:22.689135,-0.001,-0.0,0.257,0.621,-0.333,-0.228,True,37.552852,126.971615,0.0,0
2025-09-23T10:43:23.650635,0.0,-0.003,0.256,0.49,-0.376,-0.192,True,37.552844,126.971615,0.0,0
2025-09-23T10:43:24.612135,0.007,0.001,0.259,1.304,1.969,-3.544,True,37.55284,126.971615,0.0,0
