lat,lng
37.55611370921025,126.97127991157988
37.55399147681517,126.97175259362592
37.55392930828829,126.9717532385
37.55318924734957,126.97202212622787
37.55267519245948,126.97186744671363
37.5521943610793,126.97181149605804
37.55170550387104,126.97172448535261
37.55113211973476,126.97158709133876
37.55089225996842,126.97152465780141
37.55068078336651,126.97147545321555
37.550321493518815,126.97140871053357
37.549859310287765,126.97134019555902
37.549617118636526,126.9713275015042
37.549336458210504,126.97132545816072
37.54857257820234,126.9712729027776
37.54783772238667,126.97119195960535
37.547134669561714,126.97125308716404
37.546460361661765,126.97125243893564
37.54564221691739,126.97109897109993
37.54510326337285,126.97119626992544
37.54437555024732,126.9712982760228
37.544110742484804,126.97128253671033
37.54276716529597,126.97125284052694
37.54172978396658,126.97137499116934
37.54117251272065,126.97122790215971
37.540544205945196,126.9711975704745
37.53948142322023,126.9712357539018
37.53900089945574,126.97126288596006
37.53794329879059,126.97124179348299
37.537430981894495,126.9712068019148
37.53696138003789,126.97120121230134
37.5364371400487,126.97104629166905
37.53613964879434,126.97095004264473
37.53596833285529,126.97098390426949
37.535509696292685,126.97086958110258
37.53528326729331,126.97084330756148
37.53510781187771,126.97071937195662
37.534912725332326,126.97063413828958
37.53463795812215,126.97042844093978
37.53445728064226,126.97031955723858
37.53422190750532,126.9701966660778
37.53407914523785,126.97002372867027
37.533789784858925,126.96982664155708
37.53370162422986,126.96966296250679
37.53353218818955,126.96947714121211
37.53324529624474,126.96930785732246
37.533202047614886,126.96925451128861
37.53305607833528,126.96907446452866
37.532868397948164,126.96870387826142
37.53236001787652,126.96798156848506
37.53142971182721,126.9666137353571
37.5309054496635,126.96599983734349
37.53094474373204,126.96501454890178
37.52893750821506,126.96321196213445
37.53094474373204,126.96501454890178
37.52893750821506,126.96321196213445
37.52866560026489,126.96318721678136
37.52798632884903,126.96197502574685
37.527406974512864,126.96111043333444
37.52676158995125,126.96057770116194
37.52622297804033,126.9595308596179
37.525844481297135,126.95906170593075
37.525555679919556,126.9587050446665
37.525227056358695,126.95837014272671
37.52494056774061,126.95794596142882
37.52412675549871,126.9571203717157
37.522966325666225,126.95582033388008
37.5220109973326,126.95487609457918
37.521601830970745,126.95435473427945
37.521467493516084,126.95400838142025
37.520869280968405,126.95357238376397
37.52032403527916,126.95287589850587
37.51958760162838,126.9526565723725
37.51952711756258,126.95214146617903
37.51874362278084,126.95130557397815
37.51793929639848,126.9504346454289
37.51727793055642,126.94972731677456
37.517123090748406,126.9491955524196
37.516473505574275,126.94886558635493
37.5159912424927,126.94834479903918
37.51575783745409,126.94810100886626
37.51559210827019,126.94791912543607
37.515414724613464,126.94770916397171
37.51520696922365,126.94741803170811
37.51492687736295,126.94692236655315
37.51478044957365,126.94658960586723
37.514771140191726,126.94634722474952
37.51469168193907,126.94611222391175
37.51459180149935,126.94571111064415
37.514461609627666,126.94538422411196
37.51441474346064,126.94502474404258
37.5143318726579,126.94426131624421
37.51438643645899,126.94356050585678
37.51432065280551,126.94297282993598
37.51432661774215,126.94251388961379
37.51418310846415,126.94157791249808
37.51404047229077,126.94009574400691
37.513895008193,126.9395472373848
37.51392835320256,126.93917815420036
37.51388931572663,126.93880073233109
37.51390533639234,126.9382279286736
37.513732485278645,126.93679034107191
37.51361040072979,126.93552926228423
37.513676482666284,126.9347120863118
37.513605848489554,126.93386398013665
37.51356107512956,126.93355500311019
37.51364793476732,126.93218048022163
37.51351558825294,126.9318695246198
37.513485780893454,126.93073589544439
37.5134780721933,126.92917561802365
37.51346781073855,126.9283253141871
37.513488844208744,126.92766708315533
37.51337749524956,126.92741948213086
37.51331836932931,126.92687033371278
37.51340577338105,126.92679452226129
37.51342370897295,126.92651274789996
37.51340794116283,126.92593578956537
37.51340873167935,126.92561523512047
37.51342447033097,126.92528561785826
37.51341983803164,126.92499999135146
37.51346875545025,126.9246886707753
37.51354102361623,126.92436481971346
37.513627559521936,126.92404471014468
37.51368571513317,126.92369035586776
37.513818077592546,126.92339277437252
37.51390021665424,126.92321788923695
37.514064888519634,126.92304296580649
37.51418922252781,126.92270604979103
37.51452038958122,126.92236558091244
37.51505523042715,126.92152905967905
37.515868758379504,126.92060368461527
37.51598202384885,126.9204287364822
37.51607360660154,126.92029024521055
37.51624001025744,126.92000595916765
37.51634983356877,126.91988718492966
37.516533221974754,126.91942110329909
37.51666226140117,126.91911277411988
37.51676927489114,126.91893127772991
37.516826605980434,126.91864364305569
37.51693726678483,126.91839502084457
37.516925328202696,126.91830218967621
37.51703992593209,126.91797758142953
37.51705698745992,126.91772573329406
37.51710275405003,126.91748544856527
37.517046081608164,126.91694164599356
37.517113290577136,126.91649131081293
37.51723783182678,126.91628292672738
37.51713780369446,126.91600510339075
37.517110032035724,126.9157030988436
37.51716691022109,126.91526583801422
37.51705363334338,126.91471254796738
37.51708661573379,126.91410955055278
37.51696794123918,126.91357344190553
37.51694884448114,126.91273555231034
37.516812483893354,126.91187066267209
37.516908423390035,126.9115937025634
37.51685316978743,126.9113725014101
37.51682251067896,126.91100319531564
37.51678237407404,126.91072069337918
37.51671648709782,126.91051117112153
37.51666748218739,126.91026159634167
37.51666740922573,126.91008273864097
37.51655753111413,126.90989369455505
37.51651758399886,126.90966153456927
37.51648364332132,126.90940167163731
37.51642489574551,126.90936432398522
37.51629945145148,126.90901627711611
37.516232274091706,126.90873720300691
37.51636762406875,126.90864634422739
