timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_available,gps_lat,gps_lng,gps_alt,satellites
2025-09-23T10:42:59.622750,-0.007,-0.01,0.258,0.464,-0.333,-0.245,False,,,0.0,0
2025-09-23T10:42:59.632365,-0.007,-0.008,0.259,0.455,-0.359,-0.262,False,,,0.0,0
2025-09-23T10:42:59.641980,-0.008,-0.01,0.259,0.464,-0.324,-0.254,False,,,0.0,0
2025-09-23T10:42:59.651595,-0.008,-0.008,0.259,0.446,-0.376,-0.262,False,,,0.0,0
2025-09-23T10:42:59.661210,-0.008,-0.01,0.258,0.438,-0.324,-0.236,False,,,0.0,0
2025-09-23T10:42:59.670825,-0.007,-0.009,0.258,0.429,-0.359,-0.219,False,,,0.0,0
2025-09-23T10:42:59.680440,-0.009,-0.01,0.258,0.429,-0.368,-0.28,False,,,0.0,0
2025-09-23T10:42:59.690055,-0.007,-0.009,0.259,0.472,-0.359,-0.219,False,,,0.0,0
2025-09-23T10:42:59.699670,-0.008,-0.009,0.26,0.403,-0.376,-0.254,False,,,0.0,0
2025-09-23T10:42:59.709285,-0.008,-0.01,0.257,0.438,-0.35,-0.201,False,,,0.0,0
2025-09-23T10:42:59.718900,-0.008,-0.008,0.26,0.455,-0.341,-0.219,False,,,0.0,0
2025-09-23T10:42:59.728515,-0.007,-0.009,0.259,0.438,-0.394,-0.21,False,,,0.0,0
2025-09-23T10:42:59.738130,-0.008,-0.008,0.26,0.394,-0.359,-0.236,False,,,0.0,0
2025-09-23T10:42:59.747745,-0.008,-0.01,0.258,0.42,-0.315,-0.245,False,,,0.0,0
2025-09-23T10:42:59.757360,-0.007,-0.009,0.257,0.455,-0.385,-0.219,False,,,0.0,0
2025-09-23T10:42:59.766975,-0.008,-0.01,0.257,0.403,-0.359,-0.245,False,,,0.0,0
2025-09-23T10:42:59.776590,-0.007,-0.01,0.258,0.446,-0.385,-0.228,False,,,0.0,0
2025-09-23T10:42:59.786205,-0.008,-0.009,0.259,0.446,-0.35,-0.228,False,,,0.0,0
2025-09-23T10:42:59.795820,-0.007,-0.01,0.257,0.472,-0.368,-0.21,False,,,0.0,0
2025-09-23T10:42:59.805435,-0.007,-0.008,0.259,0.472,-0.403,-0.245,False,,,0.0,0
2025-09-23T10:42:59.815050,-0.007,-0.009,0.259,0.42,-0.359,-0.245,False,,,0.0,0
2025-09-23T10:42:59.824665,-0.008,-0.008,0.26,0.385,-0.333,-0.254,False,,,0.0,0
2025-09-23T10:42:59.834280,-0.008,-0.01,0.258,0.394,-0.324,-0.236,False,,,0.0,0
2025-09-23T10:42:59.843895,-0.007,-0.009,0.258,0.472,-0.394,-0.201,False,,,0.0,0
2025-09-23T10:42:59.853510,-0.008,-0.01,0.257,0.438,-0.341,-0.228,False,,,0.0,0
2025-09-23T10:42:59.863125,-0.007,-0.01,0.258,0.42,-0.359,-0.228,False,,,0.0,0
2025-09-23T10:42:59.872740,-0.008,-0.01,0.26,0.455,-0.341,-0.236,False,,,0.0,0
2025-09-23T10:42:59.882355,-0.007,-0.01,0.258,0.438,-0.385,-0.245,False,,,0.0,0
2025-09-23T10:42:59.891970,-0.007,-0.008,0.26,0.481,-0.403,-0.236,False,,,0.0,0
2025-09-23T10:42:59.901585,-0.007,-0.01,0.258,0.42,-0.306,-0.254,False,,,0.0,0
2025-09-23T10:42:59.911200,-0.008,-0.009,0.26,0.429,-0.385,-0.262,False,,,0.0,0
2025-09-23T10:42:59.920815,-0.008,-0.01,0.258,0.403,-0.368,-0.254,False,,,0.0,0
2025-09-23T10:42:59.930430,-0.007,-0.009,0.258,0.481,-0.411,-0.236,False,,,0.0,0
2025-09-23T10:42:59.940045,-0.007,-0.01,0.258,0.411,-0.298,-0.236,False,,,0.0,0
2025-09-23T10:42:59.949660,-0.008,-0.009,0.259,0.455,-0.341,-0.228,False,,,0.0,0
2025-09-23T10:42:59.959275,-0.008,-0.01,0.258,0.429,-0.341,-0.228,False,,,0.0,0
2025-09-23T10:42:59.968890,-0.007,-0.008,0.259,0.446,-0.385,-0.228,False,,,0.0,0
2025-09-23T10:42:59.978505,-0.008,-0.009,0.259,0.455,-0.333,-0.236,False,,,0.0,0
2025-09-23T10:42:59.988120,-0.007,-0.008,0.259,0.507,-0.359,-0.254,False,,,0.0,0
2025-09-23T10:42:59.997735,-0.006,-0.01,0.257,0.438,-0.376,-0.236,False,,,0.0,0
2025-09-23T10:43:00.007350,-0.007,-0.008,0.259,0.446,-0.341,-0.21,False,,,0.0,0
2025-09-23T10:43:00.016965,-0.007,-0.01,0.257,0.446,-0.333,-0.254,False,,,0.0,0
2025-09-23T10:43:00.026580,-0.008,-0.009,0.259,0.438,-0.403,-0.228,False,,,0.0,0
2025-09-23T10:43:00.036195,-0.007,-0.01,0.257,0.455,-0.359,-0.219,False,,,0.0,0
2025-09-23T10:43:00.045810,-0.009,-0.009,0.26,0.429,-0.298,-0.228,False,,,0.0,0
2025-09-23T10:43:00.055425,-0.007,-0.01,0.258,0.49,-0.394,-0.219,False,,,0.0,0
2025-09-23T10:43:00.065040,-0.008,-0.009,0.259,0.446,-0.368,-0.236,False,,,0.0,0
2025-09-23T10:43:00.074655,-0.007,-0.01,0.258,0.438,-0.35,-0.228,False,,,0.0,0
2025-09-23T10:43:00.084270,-0.008,-0.008,0.26,0.42,-0.341,-0.228,False,,,0.0,0
2025-09-23T10:43:00.093885,-0.007,-0.01,0.258,0.411,-0.376,-0.228,False,,,0.0,0
2025-09-23T10:43:00.103500,-0.008,-0.008,0.26,0.472,-0.35,-0.21,False,,,0.0,0
2025-09-23T10:43:00.113115,-0.007,-0.01,0.258,0.42,-0.35,-0.21,False,,,0.0,0
2025-09-23T10:43:00.122730,-0.008,-0.009,0.259,0.472,-0.376,-0.236,False,,,0.0,0
2025-09-23T10:43:00.132345,-0.007,-0.01,0.258,0.438,-0.315,-0.254,False,,,0.0,0
2025-09-23T10:43:00.141960,-0.007,-0.01,0.258,0.472,-0.385,-0.245,False,,,0.0,0
2025-09-23T10:43:00.151575,-0.008,-0.009,0.26,0.472,-0.35,-0.228,False,,,0.0,0
2025-09-23T10:43:00.161190,-0.007,-0.01,0.258,0.376,-0.315,-0.262,False,,,0.0,0
2025-09-23T10:43:00.170805,-0.008,-0.009,0.259,0.438,-0.35,-0.245,False,,,0.0,0
2025-09-23T10:43:00.180420,-0.007,-0.01,0.257,0.472,-0.376,-0.219,False,,,0.0,0
2025-09-23T10:43:00.190035,-0.008,-0.009,0.26,0.429,-0.341,-0.219,False,,,0.0,0
2025-09-23T10:43:00.199650,-0.007,-0.01,0.256,0.411,-0.289,-0.254,False,,,0.0,0
2025-09-23T10:43:00.209265,-0.008,-0.009,0.259,0.464,-0.394,-0.219,False,,,0.0,0
2025-09-23T10:43:00.218880,-0.007,-0.01,0.257,0.446,-0.315,-0.21,False,,,0.0,0
2025-09-23T10:43:00.228495,-0.007,-0.01,0.259,0.481,-0.376,-0.219,False,,,0.0,0
2025-09-23T10:43:00.238110,-0.008,-0.009,0.259,0.464,-0.35,-0.175,False,,,0.0,0
2025-09-23T10:43:00.247725,-0.007,-0.01,0.258,0.429,-0.359,-0.245,False,,,0.0,0
2025-09-23T10:43:00.257340,-0.008,-0.008,0.259,0.472,-0.411,-0.228,False,,,0.0,0
2025-09-23T10:43:00.266955,-0.007,-0.01,0.257,0.42,-0.324,-0.228,False,,,0.0,0
2025-09-23T10:43:00.276570,-0.008,-0.008,0.259,0.464,-0.368,-0.219,False,,,0.0,0
2025-09-23T10:43:00.286185,-0.007,-0.01,0.257,0.403,-0.333,-0.236,False,,,0.0,0
2025-09-23T10:43:00.295800,-0.008,-0.01,0.259,0.464,-0.42,-0.201,False,,,0.0,0
2025-09-23T10:43:00.305415,-0.007,-0.01,0.256,0.411,-0.333,-0.228,False,,,0.0,0
2025-09-23T10:43:00.315030,-0.007,-0.01,0.259,0.446,-0.368,-0.245,False,,,0.0,0
2025-09-23T10:43:00.324645,-0.007,-0.009,0.259,0.429,-0.315,-0.236,False,,,0.0,0
2025-09-23T10:43:00.334260,-0.008,-0.011,0.259,0.464,-0.35,-0.236,False,,,0.0,0
2025-09-23T10:43:00.343875,-0.007,-0.009,0.259,0.49,-0.385,-0.201,False,,,0.0,0
2025-09-23T10:43:00.353490,-0.007,-0.009,0.257,0.429,-0.35,-0.236,False,,,0.0,0
2025-09-23T10:43:00.363105,-0.008,-0.008,0.259,0.446,-0.324,-0.245,False,,,0.0,0
2025-09-23T10:43:00.372720,-0.008,-0.01,0.258,0.42,-0.306,-0.245,False,,,0.0,0
2025-09-23T10:43:00.382335,-0.007,-0.008,0.259,0.464,-0.35,-0.201,False,,,0.0,0
2025-09-23T10:43:00.391950,-0.007,-0.01,0.259,0.472,-0.341,-0.245,False,,,0.0,0
2025-09-23T10:43:00.401565,-0.007,-0.009,0.259,0.455,-0.341,-0.201,False,,,0.0,0
2025-09-23T10:43:00.411180,-0.008,-0.01,0.259,0.455,-0.385,-0.228,False,,,0.0,0
2025-09-23T10:43:00.420795,-0.007,-0.009,0.258,0.472,-0.35,-0.21,False,,,0.0,0
2025-09-23T10:43:00.430410,-0.007,-0.009,0.257,0.455,-0.324,-0.219,False,,,0.0,0
2025-09-23T10:43:00.440025,-0.008,-0.01,0.258,0.429,-0.315,-0.228,False,,,0.0,0
2025-09-23T10:43:00.449640,-0.007,-0.009,0.257,0.429,-0.385,-0.245,False,,,0.0,0
2025-09-23T10:43:00.459255,-0.007,-0.008,0.259,0.481,-0.376,-0.21,False,,,0.0,0
2025-09-23T10:43:00.468870,-0.007,-0.01,0.259,0.42,-0.35,-0.236,False,,,0.0,0
2025-09-23T10:43:00.478485,-0.007,-0.009,0.258,0.438,-0.368,-0.262,False,,,0.0,0
2025-09-23T10:43:00.488100,-0.008,-0.009,0.259,0.446,-0.403,-0.219,False,,,0.0,0
2025-09-23T10:43:00.497715,-0.007,-0.009,0.258,0.385,-0.341,-0.28,False,,,0.0,0
2025-09-23T10:43:00.507330,-0.008,-0.01,0.259,0.429,-0.368,-0.236,False,,,0.0,0
2025-09-23T10:43:00.516945,-0.007,-0.009,0.257,0.446,-0.385,-0.21,False,,,0.0,0
2025-09-23T10:43:00.526560,-0.008,-0.01,0.258,0.507,-0.394,-0.192,False,,,0.0,0
2025-09-23T10:43:00.536175,-0.007,-0.008,0.26,0.472,-0.385,-0.236,False,,,0.0,0
2025-09-23T10:43:00.545790,-0.007,-0.009,0.259,0.411,-0.324,-0.289,False,,,0.0,0
2025-09-23T10:43:00.555405,-0.007,-0.008,0.26,0.446,-0.359,-0.21,False,,,0.0,0
2025-09-23T10:43:00.565020,-0.007,-0.009,0.257,0.472,-0.394,-0.245,False,,,0.0,0
2025-09-23T10:43:00.574635,-0.007,-0.009,0.259,0.438,-0.394,-0.219,False,,,0.0,0
2025-09-23T10:43:00.584250,-0.007,-0.01,0.258,0.376,-0.306,-0.271,False,,,0.0,0
2025-09-23T10:43:00.593865,-0.008,-0.011,0.258,0.438,-0.359,-0.236,False,,,0.0,0
2025-09-23T10:43:00.603480,-0.007,-0.009,0.257,0.472,-0.35,-0.201,False,,,0.0,0
2025-09-23T10:43:00.613095,-0.008,-0.01,0.257,0.438,-0.333,-0.21,False,,,0.0,0
2025-09-23T10:43:00.622710,-0.007,-0.01,0.258,0.429,-0.324,-0.228,False,,,0.0,0
2025-09-23T10:43:00.632325,-0.008,-0.01,0.257,0.464,-0.368,-0.21,False,,,0.0,0
2025-09-23T10:43:00.641940,-0.007,-0.009,0.259,0.472,-0.376,-0.21,False,,,0.0,0
2025-09-23T10:43:00.651555,-0.008,-0.01,0.258,0.429,-0.376,-0.254,False,,,0.0,0
2025-09-23T10:43:00.661170,-0.007,-0.009,0.259,0.464,-0.324,-0.201,False,,,0.0,0
2025-09-23T10:43:00.670785,-0.009,-0.01,0.259,1.094,-1.899,-0.192,False,,,0.0,0
2025-09-23T10:43:00.680400,-0.005,-0.008,0.257,0.761,-0.849,-0.192,False,,,0.0,0
2025-09-23T10:43:00.690015,-0.008,-0.009,0.259,0.403,-0.333,-0.254,False,,,0.0,0
2025-09-23T10:43:00.699630,-0.008,-0.009,0.257,0.429,-0.376,-0.254,False,,,0.0,0
2025-09-23T10:43:00.709245,-0.006,-0.009,0.257,0.21,0.044,-0.254,False,,,0.0,0
2025-09-23T10:43:00.718860,-0.008,-0.011,0.258,0.044,0.481,-0.254,False,,,0.0,0
2025-09-23T10:43:00.728475,-0.007,-0.008,0.26,0.079,0.411,-0.245,False,,,0.0,0
2025-09-23T10:43:00.738090,-0.008,-0.01,0.259,0.14,0.149,-0.262,False,,,0.0,0
2025-09-23T10:43:00.747705,-0.008,-0.009,0.259,0.333,-0.07,-0.228,False,,,0.0,0
2025-09-23T10:43:00.757320,-0.009,-0.009,0.26,0.394,-0.236,-0.236,False,,,0.0,0
2025-09-23T10:43:00.766935,-0.007,-0.008,0.259,0.464,-0.429,-0.236,False,,,0.0,0
2025-09-23T10:43:00.776550,-0.007,-0.01,0.258,0.455,-0.438,-0.236,False,,,0.0,0
2025-09-23T10:43:00.786165,-0.007,-0.009,0.259,0.359,-0.157,-0.192,False,,,0.0,0
2025-09-23T10:43:00.795780,-0.009,-0.01,0.258,0.394,-0.149,-0.236,False,,,0.0,0
2025-09-23T10:43:00.805395,-0.008,-0.009,0.258,0.534,-0.429,-0.201,False,,,0.0,0
2025-09-23T10:43:00.815010,-0.009,-0.011,0.259,0.551,-0.604,-0.236,False,,,0.0,0
2025-09-23T10:43:00.824625,-0.004,-0.008,0.253,0.472,-0.35,-0.192,False,,,0.0,0
2025-09-23T10:43:00.834240,-0.011,-0.009,0.261,-0.324,1.312,-0.087,False,,,0.0,0
2025-09-23T10:43:00.843855,-0.01,-0.011,0.259,0.709,-0.954,-0.201,False,,,0.0,0
2025-09-23T10:43:00.853470,-0.009,-0.01,0.258,0.936,-1.452,-0.201,False,,,0.0,0
2025-09-23T10:43:00.863085,-0.008,-0.009,0.259,0.472,-0.368,-0.245,False,,,0.0,0
2025-09-23T10:43:00.872700,-0.009,-0.01,0.258,0.543,-0.63,-0.201,False,,,0.0,0
2025-09-23T10:43:00.882315,-0.009,-0.01,0.259,0.691,-0.892,-0.21,False,,,0.0,0
2025-09-23T10:43:00.891930,-0.006,-0.01,0.257,0.656,-0.665,-0.228,False,,,0.0,0
2025-09-23T10:43:00.901545,-0.008,-0.009,0.258,0.411,-0.201,-0.289,False,,,0.0,0
2025-09-23T10:43:00.911160,-0.009,-0.013,0.247,-0.7,1.496,-0.035,False,,,0.0,0
2025-09-23T10:43:00.920775,-0.018,-0.015,0.283,-0.639,1.514,0.052,False,,,0.0,0
2025-09-23T10:43:00.930390,-0.011,-0.013,0.259,0.683,-0.91,-0.157,False,,,0.0,0
2025-09-23T10:43:00.940005,-0.006,-0.007,0.259,0.796,-1.085,-0.201,False,,,0.0,0
2025-09-23T10:43:00.949620,-0.007,-0.01,0.256,0.429,-0.298,-0.254,False,,,0.0,0
2025-09-23T10:43:00.959235,-0.006,-0.008,0.258,0.368,-0.07,-0.236,False,,,0.0,0
2025-09-23T10:43:00.968850,-0.009,-0.01,0.259,0.254,0.026,-0.254,False,,,0.0,0
2025-09-23T10:43:00.978465,-0.009,-0.011,0.258,0.411,-0.298,-0.228,False,,,0.0,0
2025-09-23T10:43:00.988080,-0.009,-0.009,0.259,0.595,-0.761,-0.219,False,,,0.0,0
2025-09-23T10:43:00.997695,-0.006,-0.01,0.256,0.481,-0.429,-0.21,False,,,0.0,0
2025-09-23T10:43:01.007310,-0.007,-0.008,0.258,0.368,-0.175,-0.228,False,,,0.0,0
2025-09-23T10:43:01.016925,-0.009,-0.011,0.259,0.298,-0.044,-0.219,False,,,0.0,0
2025-09-23T10:43:01.026540,-0.009,-0.009,0.261,0.507,-0.577,-0.228,False,,,0.0,0
2025-09-23T10:43:01.036155,-0.009,-0.01,0.258,0.56,-0.709,-0.219,False,,,0.0,0
2025-09-23T10:43:01.045770,-0.006,-0.009,0.256,0.516,-0.499,-0.236,False,,,0.0,0
2025-09-23T10:43:01.055385,-0.008,-0.009,0.258,0.42,-0.35,-0.21,False,,,0.0,0
2025-09-23T10:43:01.065000,-0.008,-0.011,0.256,0.271,-0.009,-0.21,False,,,0.0,0
2025-09-23T10:43:01.074615,-0.01,-0.01,0.259,0.42,-0.324,-0.21,False,,,0.0,0
2025-09-23T10:43:01.084230,-0.007,-0.01,0.256,0.516,-0.665,-0.21,False,,,0.0,0
2025-09-23T10:43:01.093845,-0.007,-0.009,0.259,0.507,-0.595,-0.228,False,,,0.0,0
2025-09-23T10:43:01.103460,-0.007,-0.01,0.258,0.333,-0.192,-0.245,False,,,0.0,0
2025-09-23T10:43:01.113075,-0.008,-0.009,0.26,0.368,-0.175,-0.262,False,,,0.0,0
2025-09-23T10:43:01.122690,-0.009,-0.01,0.259,0.42,-0.298,-0.219,False,,,0.0,0
2025-09-23T10:43:01.132305,-0.007,-0.009,0.257,0.525,-0.63,-0.228,False,,,0.0,0
2025-09-23T10:43:01.141920,-0.008,-0.009,0.258,0.394,-0.394,-0.236,False,,,0.0,0
2025-09-23T10:43:01.151535,-0.007,-0.01,0.257,0.42,-0.298,-0.219,False,,,0.0,0
2025-09-23T10:43:01.161150,-0.009,-0.01,0.259,0.324,-0.201,-0.228,False,,,0.0,0
2025-09-23T10:43:01.170765,-0.008,-0.01,0.258,0.481,-0.403,-0.254,False,,,0.0,0
2025-09-23T10:43:01.180380,-0.008,-0.009,0.26,0.543,-0.516,-0.219,False,,,0.0,0
2025-09-23T10:43:01.189995,-0.007,-0.01,0.258,0.455,-0.534,-0.21,False,,,0.0,0
2025-09-23T10:43:01.199610,-0.008,-0.009,0.259,0.438,-0.254,-0.236,False,,,0.0,0
2025-09-23T10:43:01.209225,-0.009,-0.009,0.26,0.368,-0.184,-0.228,False,,,0.0,0
2025-09-23T10:43:01.218840,-0.009,-0.01,0.26,0.507,-0.481,-0.219,False,,,0.0,0
2025-09-23T10:43:01.228455,-0.008,-0.011,0.257,0.455,-0.464,-0.21,False,,,0.0,0
2025-09-23T10:43:01.238070,-0.007,-0.009,0.258,0.438,-0.42,-0.236,False,,,0.0,0
2025-09-23T10:43:01.247685,-0.008,-0.01,0.256,0.376,-0.262,-0.236,False,,,0.0,0
2025-09-23T10:43:01.257300,-0.009,-0.009,0.259,0.455,-0.385,-0.236,False,,,0.0,0
2025-09-23T10:43:01.266915,-0.007,-0.01,0.257,0.446,-0.481,-0.236,False,,,0.0,0
2025-09-23T10:43:01.276530,-0.008,-0.009,0.259,0.438,-0.271,-0.201,False,,,0.0,0
2025-09-23T10:43:01.286145,-0.008,-0.01,0.257,0.376,-0.201,-0.236,False,,,0.0,0
2025-09-23T10:43:01.295760,-0.008,-0.009,0.259,0.455,-0.35,-0.21,False,,,0.0,0
